sboid;said;validFrom;validTo;organisationNumber;status;descriptionDe;descriptionFr;descriptionIt;descriptionEn;abbreviationDe;abbreviationFr;abbreviationIt;abbreviationEn;businessTypesId;businessTypesDe;businessTypesIt;businessTypesFr;transportCompanyNumber;transportCompanyAbbreviation;transportCompanyBusinessRegisterName;creationTime;editionTime
ch:1:sboid:101617;101617;1900-01-01;9999-12-31;21790;VALIDATED;Thomas Cook Nederland        O;Thomas Cook Nederland        O;Thomas Cook Nederland        O;Thomas Cook Nederland        O;TH COOK NL;TH COOK NL;TH COOK NL;TH COOK NL;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101618;101618;1900-01-01;9999-12-31;21791;VALIDATED;Switzerland Conv &Inc Zürich O;Switzerland Conv &Inc Zürich O;Switzerland Conv &Inc Zürich O;Switzerland Conv &Inc Zürich O;SWITZER C;SWITZER C;SWITZER C;SWITZER C;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101620;101620;1900-01-01;9999-12-31;21793;VALIDATED;Treinreiswinkel Leiden       O;Treinreiswinkel Leiden       O;Treinreiswinkel Leiden       O;Treinreiswinkel Leiden       O;TREINREIS;TREINREIS;TREINREIS;TREINREIS;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101622;101622;1900-01-01;9999-12-31;21795;VALIDATED;Swiss Air Lines Zürich       O;Swiss Air Lines Zürich       O;Swiss Air Lines Zürich       O;Swiss Air Lines Zürich       O;SWISS AIR;SWISS AIR;SWISS AIR;SWISS AIR;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101625;101625;1900-01-01;9999-12-31;21799;VALIDATED;STC Zürich                   O;STC Zürich                   O;STC Zürich                   O;STC Zürich                   O;STC ZUE;STC ZUE;STC ZUE;STC ZUE;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101628;101628;1900-01-01;9999-12-31;21802;VALIDATED;Zürich Tourismus             O;Zürich Tourismus             O;Zürich Tourismus             O;Zürich Tourismus             O;ZH TOURISM;ZH TOURISM;ZH TOURISM;ZH TOURISM;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101630;101630;1900-01-01;9999-12-31;21804;VALIDATED;Crystal Holidays Ireland     O;Crystal Holidays Ireland     O;Crystal Holidays Ireland     O;Crystal Holidays Ireland     O;CRYST HOL;CRYST HOL;CRYST HOL;CRYST HOL;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101634;101634;1900-01-01;9999-12-31;21808;VALIDATED;Switzerland Travel Centre    0;Switzerland Travel Centre    0;Switzerland Travel Centre    0;Switzerland Travel Centre    0;RAIL STUT2;RAIL STUT2;RAIL STUT2;RAIL STUT2;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101635;101635;1900-01-01;9999-12-31;21809;VALIDATED;Zermatt Rail Travel Brig          O;Zermatt Rail Travel Brig          O;Zermatt Rail Travel Brig          O;Zermatt Rail Travel Brig          O;ZRT BRIG;ZRT BRIG;ZRT BRIG;ZRT BRIG;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101641;101641;1900-01-01;9999-12-31;21816;VALIDATED;Swiss Holidays ZH Flughafen  O;Swiss Holidays ZH Flughafen  O;Swiss Holidays ZH Flughafen  O;Swiss Holidays ZH Flughafen  O;SHOL ZHFH;SHOL ZHFH;SHOL ZHFH;SHOL ZHFH;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101642;101642;1900-01-01;9999-12-31;21817;VALIDATED;Adrastea Viaggi Tirano       O;Adrastea Viaggi Tirano       O;Adrastea Viaggi Tirano       O;Adrastea Viaggi Tirano       O;ADRA TIRA;ADRA TIRA;ADRA TIRA;ADRA TIRA;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101644;101644;1900-01-01;9999-12-31;21819;VALIDATED;You Travel Helsinki          O;You Travel Helsinki          O;You Travel Helsinki          O;You Travel Helsinki          O;YOU HELSIN;YOU HELSIN;YOU HELSIN;YOU HELSIN;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101645;101645;1900-01-01;9999-12-31;21820;VALIDATED;Bahnurlaub.de Waldmohr       O;Bahnurlaub.de Waldmohr       O;Bahnurlaub.de Waldmohr       O;Bahnurlaub.de Waldmohr       O;BAHN WALDM;BAHN WALDM;BAHN WALDM;BAHN WALDM;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101646;101646;1900-01-01;9999-12-31;21821;VALIDATED;Basel Tourismus              O;Basel Tourismus              O;Basel Tourismus              O;Basel Tourismus              O;BS TOUR;BS TOUR;BS TOUR;BS TOUR;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101649;101649;1900-01-01;9999-12-31;21824;VALIDATED;Sutter Hinterzarten          O;Sutter Hinterzarten          O;Sutter Hinterzarten          O;Sutter Hinterzarten          O;SUTTER HIZ;SUTTER HIZ;SUTTER HIZ;SUTTER HIZ;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101652;101652;1900-01-01;9999-12-31;21827;VALIDATED;Evolution Voyages Paris      O;Evolution Voyages Paris      O;Evolution Voyages Paris      O;Evolution Voyages Paris      O;EVOLUTION;EVOLUTION;EVOLUTION;EVOLUTION;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101653;101653;1900-01-01;9999-12-31;21829;VALIDATED;Swiss Skicompany Potters Bar O;Swiss Skicompany Potters Bar O;Swiss Skicompany Potters Bar O;Swiss Skicompany Potters Bar O;SWISS S PB;SWISS S PB;SWISS S PB;SWISS S PB;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101654;101654;1900-01-01;9999-12-31;21830;VALIDATED;Japan Tours Genève           O;Japan Tours Genève           O;Japan Tours Genève           O;Japan Tours Genève           O;JAPAN T GE;JAPAN T GE;JAPAN T GE;JAPAN T GE;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101656;101656;1900-01-01;9999-12-31;21833;VALIDATED;Voyages et Culture Lausanne  O;Voyages et Culture Lausanne  O;Voyages et Culture Lausanne  O;Voyages et Culture Lausanne  O;VOY CUL LS;VOY CUL LS;VOY CUL LS;VOY CUL LS;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101657;101657;1900-01-01;9999-12-31;21834;VALIDATED;Genève Tourism               O;Genève Tourism               O;Genève Tourism               O;Genève Tourism               O;GE TOURISM;GE TOURISM;GE TOURISM;GE TOURISM;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101658;101658;1900-01-01;9999-12-31;21835;VALIDATED;Cisalpino Zürich             O;Cisalpino Zürich            O;Cisalpino Zürich             O;Cisalpino Zürich             O;CIS ZH;CIS ZH;CIS ZH;CIS ZH;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101659;101659;1900-01-01;9999-12-31;21836;VALIDATED;Montana Warszawa             O;Montana Warszawa             O;Montana Warszawa             O;Montana Warszawa             O;MONTANA WA;MONTANA WA;MONTANA WA;MONTANA WA;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101661;101661;1900-01-01;9999-12-31;21839;VALIDATED;H.I.S Travel Switzerland    O;H.I.S Travel Switzerland    O;H.I.S Travel Switzerland    O;H.I.S Travel Switzerland    O;H.I.S. Tra;H.I.S. Tra;H.I.S. Tra;H.I.S. Tra;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101662;101662;1900-01-01;9999-12-31;21840;VALIDATED;Inntravel Ltd. York          O;Inntravel Ltd. York          O;Inntravel Ltd. York          O;Inntravel Ltd. York          O;INNTRAVEL;INNTRAVEL;INNTRAVEL;INNTRAVEL;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101665;101665;1900-01-01;9999-12-31;21843;VALIDATED;Bichsel Musikreisen AG Zürich                        O;Bichsel Musikreisen AG Zürich;Bichsel Musikreisen AG Zürich;Bichsel Musikreisen AG Zürich                        O;BICHSEL AG;BICHSEL AG;BICHSEL AG;BICHSEL AG;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101666;101666;1900-01-01;9999-12-31;21844;VALIDATED;Viatges Alemany S.A.Barcelona;Viatges Alemany S.A.Barcelona;Viatges Alemany S.A.Barcelona;Viatges Alemany S.A.Barcelona;ALEMANY SA;ALEMANY SA;ALEMANY SA;ALEMANY SA;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101668;101668;1900-01-01;9999-12-31;21846;VALIDATED;SM Travel Genève             O;SM Travel Genève             O;SM Travel Genève             O;SM Travel Genève             O;SM TRAVEL;SM TRAVEL;SM TRAVEL;SM TRAVEL;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101671;101671;1900-01-01;9999-12-31;21849;VALIDATED;Airport Ticketing Dublin     O;Airport Ticketing Dublin     O;Airport Ticketing Dublin     O;Airport Ticketing Dublin     O;AIRP TICK;AIRP TICK;AIRP TICK;AIRP TICK;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101673;101673;1900-01-01;9999-12-31;21851;VALIDATED;Swiss Travel System AG;Swiss Travel System AG;Swiss Travel System AG;Swiss Travel System AG;STS;STS;STS;STS;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101674;101674;1900-01-01;9999-12-31;21852;VALIDATED;Hotel Weisses Kreuz;Hotel Weisses Kreuz;Hotel Weisses Kreuz;Hotel Weisses Kreuz;HOWEIKREUZ;HOWEIKREUZ;HOWEIKREUZ;HOWEIKREUZ;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101676;101676;1900-01-01;9999-12-31;21854;VALIDATED;SBB AG, P-FV-PM-ZUV;SBB AG, P-FV-PM-ZUV;SBB AG, P-FV-PM-ZUV;SBB AG, P-FV-PM-ZUV;PV FV;PV FV;PV FV;PV FV;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101677;101677;1900-01-01;9999-12-31;21855;VALIDATED;PAC GROUP Company;PAC GROUP Company;PAC GROUP Company;PAC GROUP Company;PAC GROUP;PAC GROUP;PAC GROUP;PAC GROUP;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101678;101678;1900-01-01;9999-12-31;21856;VALIDATED;ZVV-Contact/VBZ-Fundbüro;ZVV-Contact/VBZ-Fundbüro;ZVV-Contact/VBZ-Fundbüro;ZVV-Contact/VBZ-Fundbüro;ZVVVBZ;ZVVVBZ;ZVVVBZ;ZVVVBZ;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101679;101679;1900-01-01;9999-12-31;21857;VALIDATED;Agenzie 365;Agenzie 365;Agenzie 365;Agenzie 365;AGENZIE;AGENZIE;AGENZIE;AGENZIE;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101680;101680;1900-01-01;9999-12-31;21858;VALIDATED;Soleans travel company;Soleans travel company;Soleans travel company;Soleans travel company;SOLEANS;SOLEANS;SOLEANS;SOLEANS;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101681;101681;1900-01-01;9999-12-31;21859;VALIDATED;American Express GBT;American Express GBT;Amrican Express GBT;American Express GBT;AMEXGBT;AMEXGBT;AMEXGBT;AMEXGBT;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101682;101682;1900-01-01;9999-12-31;21860;VALIDATED;Girod Viaggi Domodossola;Girod Viaggi Domodossola;Girod Viaggi Domodossola;Girod Viaggi Domodossola;GIROD;GIROD;GIROD;GIROD;60;Reisebüroorganisation;Organizzazione d'agenzia di viaggi;Organisation d'agence de voyages;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101683;101683;1900-01-01;9999-12-31;90001;VALIDATED;Intern 01;Intern 01;Intern 01;Intern 01;MVR-cev01;MVR-cev01;MVR-cev01;MVR-cev01;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101684;101684;1900-01-01;9999-12-31;90002;VALIDATED;Coopérative Pléiades;Coopérative Pléiades;Coopérative Pléiades;Coopérative Pléiades;MVR-cev02;MVR-cev02;MVR-cev02;MVR-cev02;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101685;101685;1900-01-01;9999-12-31;90003;VALIDATED;ESS Pléiades;ESS Pléiades;ESS Pléiades;ESS Pléiades;MVR-cev03;MVR-cev03;MVR-cev03;MVR-cev03;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101686;101686;1900-01-01;9999-12-31;90004;VALIDATED;Sparenmoos Bus;Sparenmoos Bus;Sparenmoos Bus;Sparenmoos Bus;MOB-mob01;MOB-mob01;MOB-mob01;MOB-mob01;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101687;101687;1900-01-01;9999-12-31;90005;VALIDATED;SID Téléskis;SID Téléskis;SID Téléskis;SID Téléskis;MOB-mob02;MOB-mob02;MOB-mob02;MOB-mob02;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101688;101688;1900-01-01;9999-12-31;90006;VALIDATED;Restaurant Naye;Restaurant Naye;Restaurant Naye;Restaurant Naye;MOB-mob03;MOB-mob03;MOB-mob03;MOB-mob03;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101689;101689;1900-01-01;9999-12-31;90007;VALIDATED;Catering;Catering;Catering;Catering;MOB-mob04;MOB-mob04;MOB-mob04;MOB-mob04;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101690;101690;1900-01-01;9999-12-31;90008;VALIDATED;Yourtes Naye;Yourtes Naye;Yourtes Naye;Yourtes Naye;MOB-mob05;MOB-mob05;MOB-mob05;MOB-mob05;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101691;101691;1900-01-01;9999-12-31;90009;VALIDATED;Dortoirs Naye;Dortoirs Naye;Dortoirs Naye;Dortoirs Naye;MOB-mob06;MOB-mob06;MOB-mob06;MOB-mob06;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101692;101692;1900-01-01;9999-12-31;90010;VALIDATED;BLS-bls Intern 01;BLS-bls Intern 01;BLS-bls Intern 01;BLS-bls Intern 01;BLS-bls01;BLS-bls01;BLS-bls01;BLS-bls01;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101693;101693;2022-03-07;9999-12-31;90011;VALIDATED;Restaurant Pléiades;Restaurant Pléiades;Restaurant Pléiades;Restaurant Pléiades;MOB-mob 07;MOB-mob 07;MOB-mob 07;MOB-mob 07;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101694;101694;1900-01-01;9999-12-31;90012;VALIDATED;BLS-bls Intern 02;BLS-bls Intern 02;BLs-bls Intern 02;BLS-bls Intern 02;BLS-bls02;BLS-bls02;BLS-bls02;BLS-bls02;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101695;101695;1900-01-01;9999-12-31;90013;VALIDATED;MOB/Infosystem;MOB/Infosystem;MOB/Infosystem;MOB/Infosystem;MOB/Info;MOB/Info;MOB/Info;MOB/Info;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101696;101696;1900-01-01;9999-12-31;99000;VALIDATED;Forum Train Europe;Forum Train Europe;Forum Train Europe;Forum Train Europe;FTE;FTE;FTE;FTE;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101698;101698;1900-01-01;9999-12-31;99998;VALIDATED;Dummy_Bez_DE;Dummy_Bez_FR;Dummy_Bez_IT;Dummy_Bez_EN;Dummy_Abk;Dummy_Abk;Dummy_Abk;Dummy_Abk;70;Kundeninformation;Informazione alla clientela;Information clientèle;;;;2022-08-04 14:16:32;2022-08-16 15:45:58
ch:1:sboid:101699;101699;1900-01-01;9999-12-31;99999;VALIDATED;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;unbekannt;99;unbekannt;sconosciuto;inconnu;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101700;101700;2018-03-06;9999-12-31;7092;VALIDATED;Prontobus;Prontobus;Prontobus;Prontobus;APRO;APRO;APRO;APRO;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101701;101701;2018-03-16;9999-12-31;601;VALIDATED;TX Logistik GmbH Schweiz;TX Logistik GmbH Schweiz;TX Logistik GmbH Schweiz;TX Logistik GmbH Schweiz;TXL;TXL;TXL;TXL;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101702;101702;2018-03-16;9999-12-31;916;VALIDATED;Glacier Express AG;Glacier Express AG;Glacier Express AG;Glacier Express AG;RhB-T;RhB-T;RhB-T;RhB-T;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0154;RhB;Rhätische Bahn AG (RhB);2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101703;101703;2018-03-20;9999-12-31;1588;VALIDATED;SNCB 5 $ Hazeldonk;SNCB 5 $ Hazeldonk;SNCB 5 $ Hazeldonk;SNCB 5 $ Hazeldonk;SNCB 5 $;SNCB 5 $;SNCB 5 $;SNCB 5 $;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101704;101704;2020-10-06;9999-12-31;100;VALIDATED;Alliance SwissPass;Alliance SwissPass;Alliance SwissPass;Alliance SwissPass;ASP;ASP;ASP;ASP;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101705;101705;2018-05-09;9999-12-31;7093;VALIDATED;S.A.F. Societa' Autoservizi Fontaneto SRL;S.A.F. Societa' Autoservizi Fontaneto SRL;S.A.F. Societa' Autoservizi Fontaneto SRL;S.A.F. Societa' Autoservizi Fontaneto SRL;SAFSRL;SAFSRL;SAFSRL;SAFSRL;30;Strasse;Strada;Route;;;;2022-08-04 14:16:28;2022-08-04 14:16:28
ch:1:sboid:101706;101706;2018-05-29;9999-12-31;7094;VALIDATED;Gemeinde Luzein;Gemeinde Luzein;Gemeinde Luzein;Gemeinde Luzein;GDLZ;GDLZ;GDLZ;GDLZ;30;Strasse;Strada;Route;#1344;GDLZ;Gemeinde Luzein;2022-08-04 14:16:30;2023-02-21 14:01:14
ch:1:sboid:101707;101707;2018-07-26;9999-12-31;190;VALIDATED;Società Navigazione del Lago di Lugano SA;Società Navigazione del Lago di Lugano SA;Società Navigazione del Lago di Lugano SA;Società Navigazione del Lago di Lugano SA;SNL-magg;SNL-magg;SNL-magg;SNL-magg;20;Schiff;Nave;Bateau;#0614;SNL;SNL - SOCIETÀ NAVIGAZIONE DEL LAGO DI LUGANO S.A.;2022-08-04 14:16:28;2022-08-04 14:16:28
ch:1:sboid:101708;101708;2018-07-31;9999-12-31;411;VALIDATED;Cash Payment Solutions GmbH;Cash Payment Solutions GmbH;Cash Payment Solutions GmbH;Cash Payment Solutions GmbH;BARZAHLEN;BARZAHLEN;BARZAHLEN;BARZAHLEN;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:1017081;1017081;2018-08-15;9999-12-31;506;VALIDATED;Verkehrsbetriebe Luzern AG (Tr.b.a.);Verkehrsbetriebe Luzern AG (Tr.b.a.);Verkehrsbetriebe Luzern AG (Tr.b.a.);Verkehrsbetriebe Luzern AG (Tr.b.a.);VBL-T;VBL-T;VBL-T;VBL-T;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0523;VBL;Verkehrsbetriebe Luzern AG;2022-08-04 14:16:28;2022-08-04 14:16:28
ch:1:sboid:101709;101709;2018-08-15;9999-12-31;509;VALIDATED;VBG Verkehrsbetriebe Glattal AG;VBG Verkehrsbetriebe Glattal AG;VBG Verkehrsbetriebe Glattal AG;VBG Verkehrsbetriebe Glattal AG;VBG-T;VBG-T;VBG-T;VBG-T;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#0560;VBG;VBG Verkehrsbetriebe Glattal AG;2022-08-04 14:16:28;2022-08-04 14:16:28
ch:1:sboid:101710;101710;2018-08-27;9999-12-31;556;VALIDATED;Sportbahnen Vals AG - Abrechnung;Sportbahnen Vals AG - Abrechnung;Sportbahnen Vals AG - Abrechnung;Sportbahnen Vals AG - Abrechnung;SVGa-Abr;SVGa-Abr;SVGa-Abr;SVGa-Abr;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;#1208;SVGa;Visit Vals AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101711;101711;2018-08-28;9999-12-31;814;VALIDATED;RegionAlps Bus;RegionAlps Bus;RegionAlps Bus;RegionAlps Bus;RA/bus;RA/bus;RA/bus;RA/bus;30;Strasse;Strada;Route;#0031;RA;REGIONALPS SA;2022-08-04 14:16:29;2022-08-04 14:16:29
ch:1:sboid:101712;101712;2021-06-01;9999-12-31;815;VALIDATED;Bus und Service AG (Engadin);Bus und Service AG (Engadin);Bus und Service AG (Engadin);Bus und Service AG (Engadin);BuS/eb;BuS/eb;BuS/eb;BuS/eb;30;Strasse;Strada;Route;#0512;BuS;Bus und Service AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101713;101713;2018-09-04;9999-12-31;906;VALIDATED;Movi+ OpenIT SA;Movi+ OpenIT SA;Movi+ OpenIT SA;Movi+ OpenIT SA;TL-T;TL-T;TL-T;TL-T;;;;;#0519;TL;Transports Publics de la Région Lausannoise sa;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101714;101714;2018-09-04;9999-12-31;421;VALIDATED;SNCF TER Bourgogne-Franche-Comté;SNCF TER Bourgogne-Franche-Comté;SNCF TER Bourgogne-Franche-Comté;SNCF TER Bourgogne-Franche-Comté;SNCF BFC;SNCF BFC;SNCF BFC;SNCF BFC;51;Tarifverbund;Comunità tariffaria;Communauté tarifaire;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101714123;101714123;2018-11-22;9999-12-31;355;VALIDATED;Baden-Württemberg-Tarif GmbH;Baden-Württemberg-Tarif GmbH;Baden-Württemberg-Tarif GmbH;Baden-Württemberg-Tarif GmbH;BW-Tarif;BW-Tarif;BW-Tarif;BW-Tarif;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101715;101715;2018-12-01;9999-12-31;979;VALIDATED;Seven25;Seven25;Seven25;Seven25;Seven25;Seven25;Seven25;Seven25;95;interne Abrechnungszwecke;scopi di fatturazione interna;fins de facturation;;;;2022-08-04 14:16:27;2022-08-04 14:16:27
